Código HS 1992,Product Name EN,Nombre Producto ES,Sección Atlas,Sección 2 dígitos,Índice de complejidad de producto (ICP),Ranking de complejidad producto,Tendencia mercado 2014-2019 (nominal / share),Potencial exportador,FOB Jujuy,VCR Jujuy,Compatibilidad con Jujuy,Valor estratégico para Jujuy,Indice Recuperacion de posiciones - Jujuy,Indice Oportunidades cercanas - Jujuy,Indice Objetivos factibles - Jujuy,Indice Apuestas ambiciosas - Jujuy,Top 20 criterios Jujuy,Empleo 2021,Empresas 2020,Tasa fem
10511,Domestic fowls < 185 g,Pollitos del genero gallus domesticus de peso inferior o igual a 185 g,Agricultura, I Animales vivos; productos animales,-0.357943614786335,2998,Creció / Creció,8834199.56010929,2.17458740870158,5.49800421303555e-05,1.09897313125933,0.341984942312161,0,0.801883818865333,0.615489753220973,0.394099259721689,,188,11,0.0968090692352879
10519,Other poultry < 185 g,"Los demas pollitos de peso inferior o igual 185 g., vivos",Agricultura, I Animales vivos; productos animales,0.511629226485189,1611,Se mantuvo / Decreció,1614155.79234973,0.0,0.0,-0.198317606797341,0.111926734072503,0,-0.0652740552951189,0.016759937499484,0.118779054914721,,188,11,0.0968090692352879
10591,Domestic fowls > 185 g,Pollitos del genero gallus domesticus de peso superior a 185 g,Agricultura, I Animales vivos; productos animales,0.174365691340821,2191,Decreció / Decreció,8481154.23497268,0.0,0.0,-0.308821458279401,0.391547838714867,0,-0.120428883918525,0.00878586811162635,0.127141512773075,,188,11,0.0968090692352879
10599,Other poultry > 185 g,"Los demas gallos, gallinas, patos, pavos de peso superior a 185 g",Agricultura, I Animales vivos; productos animales,-0.144838958762216,2673,Decreció / Decreció,1916915.23497268,0.0,0.0,0.422094085306571,-0.0174224778622042,0,0.277497468265937,0.183223331587182,0.0825783708634255,,188,11,0.0968090692352879
10600,Non-farm animals,Los demas animales vivos.,Agricultura, I Animales vivos; productos animales,-1.41431632579655,4229,Decreció / Decreció,4574940.22404371,2.0327765030294,6.34302992290732e-05,2.2147930991482,-0.926719722707992,0,1.22357959228248,0.570897197756819,-0.106165026923275,,188,11,0.0968090692352879
20110,Bovine carcasses,"Carne de bovinos en canales o medios canales, fresca o refrigerada.",Agricultura, I Animales vivos; productos animales,0.0340347565780378,2404,Decreció mucho / Decreció mucho,13744469.8661202,0.0,0.0,0.110258060258096,0.908303281175658,0,0.262244774073603,0.378140392027234,0.450322583750985,,218,15,0.0959626348348781
20120,Bone-in beef,"Carne de bovinos en trozos sin deshuesar, fresca o refrigerada.",Agricultura, I Animales vivos; productos animales,0.0271354665507503,2413,Creció / Decreció,30879078.6038251,0.0,0.0,0.307469578216796,0.66450794856762,0,0.350843841120356,0.390382891089678,0.398053316958155,,218,15,0.0959626348348781
20130,Boneless beef,"Carne de bovinos deshuesada, fresca o refrigerada.",Agricultura, I Animales vivos; productos animales,-0.23231627365635,2819,Creció mucho / Creció mucho,-527404279.374317,0.0,0.0,1.93907740847425,-0.685104242741531,0,1.19710171001803,0.694904778229135,0.215347244894498,,218,15,0.0959626348348781
20210,"Bovine carcasses, frozen","Carne de bovinos en canales o medios canales, congelada.",Agricultura, I Animales vivos; productos animales,-0.918639384488144,3719,Decreció / Decreció,-12688104.9836066,0.0,0.0,2.28006480065344,-0.702350898059942,0,1.3637112423966,0.756413678332519,0.138301689947022,,218,15,0.0959626348348781
510111,Greasy shorn wool,"Lana esquilada, sucia o lavada en vivo sin cardar ni peinar.",Textiles, XI Textiles y artículos textiles,-1.24029349714427,4068,Creció mucho / Creció,-38536033.5081967,0.0,0.0,6.48175213673351,-2.97995066082436,0,3.81720701383415,2.01184931250659,0.293474469363023,"Oportunidades cercanas, Objetivos factibles",78,24,0.100504803248634
20230,"Boneless beef, frozen","Carne de bovinos deshuesada, congelada.",Agricultura, I Animales vivos; productos animales,-0.759492404593235,3505,Creció mucho / Creció mucho,-1015280903.01913,0.0,0.0,2.30456760027141,-1.58127638884304,0,1.22099280196206,0.484913203351658,-0.210077196046253,,218,15,0.0959626348348781
20311,Swine carcasses,"Carne de porcino fresca o refrigerada, en canales o medios canales",Agricultura, I Animales vivos; productos animales,0.806095068375192,1102,Decreció / Decreció,10434648.1092896,0.0,0.0,-0.219460327451605,1.1594235185432,0,0.158871981330036,0.416982328020596,0.657426252202757,,218,15,0.0959626348348781
